,Name,address,pincode,website,phone number,scrap
0,Gaushala,"W8HP+JM, Khatta Prahaladpur, Uttar Pradesh 250615",250615,, ,250615
1,Shani Dev Mandir Gausala,"V77P+9PM, Khekra, Uttar Pradesh 250101",250101,, ,250615
2,Gausala badarkha,"Yamuna Rd, Badarkha, Uttar Pradesh 250617",250617,, ,250615
3,Shree Krishan Gaushala,"A, 17, Kewal Pk Main Rd, Kewal Park, Azadpur, New Delhi, Delhi, 110033",110033,,078385 12828,250615
4,Shri Krishan Gaushala,"Sultanpur Dabas, kanjhawala, road, Bawana, Delhi 110039",110039,https://www.shrikrishangaushala.org/history/, ,250615
5,Krishna Gaushala,"P7RC+F53, Ankur Vihar, Ved Vihar, Ghaziabad, Uttar Pradesh 201102",201102,, ,250615
6,Govind Gaushala,"692R+W5, Kheri Chittam, Uttar Pradesh 250622",250622,, ,250615
7,Govind Gaushala,"692R+W5, Kheri Chittam, Uttar Pradesh 250622",250622,, ,250622
8,KANHA GAUSHALA HARRA,"Harra, Harar, Uttar Pradesh 250344",250344,, ,250622
9,"Gayatri Shaktipeeth And Surabhi Gaushala, Kaithawari","3F6J+585, Kaithwara, Kaithwari, Uttar Pradesh 250502",250502,, ,250622
10,Gausala badarkha,"Yamuna Rd, Badarkha, Uttar Pradesh 250617",250617,, ,250622
11,Shani Dev Mandir Gausala,"V77P+9PM, Khekra, Uttar Pradesh 250101",250101,, ,250101
12,Sri Nandini Mai Gaushala,"R684+WW5, Sungarpur, Delhi, 110036",110036,, ,250101
13,Gaushala,"W8HP+JM, Khatta Prahaladpur, Uttar Pradesh 250615",250615,, ,250101
14,Krishna Gaushala,"P7RC+F53, Ankur Vihar, Ved Vihar, Ghaziabad, Uttar Pradesh 201102",201102,, ,250101
15,Sisana Goshala,"X667+37G, near lal gate no 3, Sisana, Baghpat Rural Hamedabad Mill, Uttar Pradesh 250609",250609,, ,250101
16,Loni Border Gaushala,"H-89, Block H, Ganga Vihar, Gokalpur, Delhi, Uttar Pradesh 110094",110094,, ,250101
17,BHAGAT PARSHURAM GAUSHALA,"Khasra no. 837, Kadipur, Alipur, Kadipur, Delhi, 110036",110036,, ,250101
18,Gomati Gaushala,"Bawana - Narela Rd, near Bharat Mata School, Bhorgarh, Gomati Nagar, New Delhi, Delhi, 110040",110040,http://www.gomatigaudham.org/, ,250101
19,Dev Kuswaha Gaushala,"Q763+M5M, Ilayachipur Rd, Chauhan Patti, Loni, Ghaziabad, Uttar Pradesh 201102",201102, , ,250101
20,Shreeniwaas Gaushala श्रीनिवास गौशाला,"100/89, Burari, New Delhi, Delhi, 110042",110042,, ,250101
21,Hare Krishna Farms - Kanhaiya Goshala,"P8PC+6CM Kanhaiya Goshala, Loni Bhopura Rd, Banthla, Ghaziabad, Uttar Pradesh 201102",201102,, ,250101
22,Vidyasagar Gaushala,"Q5F3+3CC, Khushk No 1, Kadipur Village, Delhi, 110036",110036,,098103 73404,250101
23,Gaushala Sindhu border road,"H. N. 294, 20, गली न.15, सूत्रीय कॉलोनी, पाना मामूरपुर, Narela, New Delhi, Delhi 110040",110040,, ,250101
24,Gaushala Bakoli Temple,"R47Q+6G9, Bakoli, Delhi, 110036",110036,, ,250101
25,SHRI SHYAM SUNDER GAUSHALA,"V37P+7W2, Safiabad Rd, Sandhya Colony, Narela, New Delhi, Delhi, 110040",110040,,099112 61790,250101
26,Gayatri Devi Gaushala,"1, Kadipur Village, Delhi, 110036",110036,, ,250101
27,Shree Dham Gaushala,"rajpur road, Asalatpur Farakh Nagar, Uttar Pradesh 201003",201003,, ,250101
28,Shri Ram Goshala,"R55P+6HH, Ramzan Pur Village, Mohammad Pur, Ramzanpur, Delhi, 110036",110036,, ,250101
29,Shri ram gaushala,"Marmurpur, New Delhi, Delhi, 110040",110040,,082951 98934,250101
30,New Generation Traders,"V77P+8FG, Gaushala market, Jain College Rd, Khekra, Uttar Pradesh 250101",250101,, ,250101
31,Govind Gaushala,"692R+W5, Kheri Chittam, Uttar Pradesh 250622",250622,, ,250625
32,Gausala badarkha,"Yamuna Rd, Badarkha, Uttar Pradesh 250617",250617,, ,250625
33,Ganesh Bihari Gau Seva Samiti Gaushala Nizampura,"Gaushala, Nizampura, Lalsot, Rajasthan 303511",303511,, ,303511
34,Bhuteswar Goshala Didwana,"H8W6+2W6, Didwana, Lalsot, Rajasthan",asthan,, ,303511
35,Nandini Goshala,"H9C4+R4H, Shyonanda, Rajasthan 303503",303503,, ,303511
36,"SPGD Nandishala Goshala,Beehad Dausa","V85Q+6VM, Kherla Khurd, Rajasthan 303303",303303,, ,303511
37,Brahmaputra Gaushala,"WGVW+HF8, Kailai, Rajasthan 303304",303304,, ,303304
38,"SPGD Nandishala Goshala,Beehad Dausa","V85Q+6VM, Kherla Khurd, Rajasthan 303303",303303,, ,303304
39,Brahmaputra Gaushala,"WGVW+HF8, Kailai, Rajasthan 303304",303304,, ,303325
40,"SPGD Nandishala Goshala,Beehad Dausa","V85Q+6VM, Kherla Khurd, Rajasthan 303303",303303,, ,303325
41,Nandini Gaushala,"Gangapur City - Nadoti Road, Nadoti, Rajasthan 322215",322215,,099282 39089,303325
42,Hingonia Goshala,"Cow Rehabilitation Centre, Hingoniya, Boorthal, Rajasthan 303012",303012,https://hingonia.org/,091166 12180,303325
43,Shri Krishna Gopal Gaushala,"Mohanpura, Vatika Rd, Jaipur, Rajasthan 303905",303905,,0141 236 8140,303325
44,Nandini Goshala,"H9C4+R4H, Shyonanda, Rajasthan 303503",303503,, ,303503
45,Ganesh Bihari Gau Seva Samiti Gaushala Nizampura,"Gaushala, Nizampura, Lalsot, Rajasthan 303511",303511,, ,303503
46,Bhuteswar Goshala Didwana,"H8W6+2W6, Didwana, Lalsot, Rajasthan",asthan,, ,303503
47,"SPGD Nandishala Goshala,Beehad Dausa","V85Q+6VM, Kherla Khurd, Rajasthan 303303",303303,, ,303503
48,Shree Balram Go Seva Sadan श्री बलराम गौ सेवा सदन,"Chak Vinodilalpura No.2, Rajasthan 303908",303908,https://www.facebook.com/profile.php?id=100092159190343, ,303503
49,Nandini Gaushala,"Gangapur City - Nadoti Road, Nadoti, Rajasthan 322215",322215,,099282 39089,303503
50,Shri Krishna Gopal Gaushala,"Mohanpura, Vatika Rd, Jaipur, Rajasthan 303905",303905,,0141 236 8140,303503
51,Hingonia Goshala,"Cow Rehabilitation Centre, Hingoniya, Boorthal, Rajasthan 303012",303012,https://hingonia.org/,091166 12180,303503
52,Lalsot Sub Post Office.,"Rajasthan, Lalsot, Rajasthan 303503",303503,,1800 11 2011,303503
53,"Kaamdhenu Gaushala, Mahadevpura","M4JM+6G9, Mahadeopura, Koonpa Ka Bas, Rajasthan 303302",303302,,094138 91745,303004
54,"SPGD Nandishala Goshala,Beehad Dausa","V85Q+6VM, Kherla Khurd, Rajasthan 303303",303303,, ,303004
